sample_id,timestamp_id,label,branch-instructions,branch-misses,cache-misses,cpu-cycles,instructions,L1-dcache-loads,LLC-stores,iTLB-load-misses
B_1.txt,1,0,0,0,0,0,0,0,0,0
B_1.txt,2,0,0,0,0,0,0,0,0,0
B_1.txt,3,0,0,0,0,0,0,0,0,0
B_1.txt,4,0,0,0,0,0,0,0,0,0
B_1.txt,5,0,2747,360,1194,39060,13566,3736,52,22
B_1.txt,6,0,0,0,0,0,0,0,0,0
B_1.txt,7,0,0,0,0,0,0,0,0,0
B_1.txt,8,0,0,0,0,0,0,0,0,0
B_1.txt,9,0,0,0,0,0,0,0,0,0
B_1.txt,10,0,1479,222,1127,25512,6625,1742,20,25
B_1.txt,11,0,0,0,0,0,0,0,0,0
B_1.txt,12,0,0,0,0,0,0,0,0,0
B_1.txt,13,0,0,0,0,0,0,0,0,0
B_1.txt,14,0,0,0,0,0,0,0,0,0
B_1.txt,15,0,2133,283,1148,29508,10130,2903,28,19
B_1.txt,16,0,0,0,0,0,0,0,0,0
B_1.txt,17,0,0,0,0,0,0,0,0,0
B_1.txt,18,0,0,0,0,0,0,0,0,0
B_1.txt,19,0,0,0,0,0,0,0,0,0
B_1.txt,20,0,1471,114,1128,20040,6591,1733,16,19
B_1.txt,21,0,0,0,0,0,0,0,0,0
B_1.txt,22,0,0,0,0,0,0,0,0,0
B_1.txt,23,0,0,0,0,0,0,0,0,0
B_1.txt,24,0,0,0,0,0,0,0,0,0
B_1.txt,25,0,1478,150,1085,21817,6616,1738,16,19
B_1.txt,26,0,0,0,0,0,0,0,0,0
B_1.txt,27,0,0,0,0,0,0,0,0,0
B_1.txt,28,0,0,0,0,0,0,0,0,0
B_1.txt,29,0,0,0,0,0,0,0,0,0
B_1.txt,30,0,1483,218,1122,24700,6636,1743,19,22
B_1.txt,31,0,0,0,0,0,0,0,0,0
B_1.txt,32,0,0,0,0,0,0,0,0,0
B_1.txt,33,0,0,0,0,0,0,0,0,0
B_1.txt,34,0,0,0,0,0,0,0,0,0
B_1.txt,35,0,1473,217,1130,24951,6598,1735,25,22
B_1.txt,36,0,0,0,0,0,0,0,0,0
B_1.txt,37,0,0,0,0,0,0,0,0,0
B_1.txt,38,0,0,0,0,0,0,0,0,0
B_1.txt,39,0,0,0,0,0,0,0,0,0
B_1.txt,40,0,1476,219,1125,24431,6598,1730,30,24
B_1.txt,41,0,0,0,0,0,0,0,0,0
B_1.txt,42,0,0,0,0,0,0,0,0,0
B_1.txt,43,0,0,0,0,0,0,0,0,0
B_1.txt,44,0,0,0,0,0,0,0,0,0
B_1.txt,45,0,1480,220,1088,24665,6612,1733,23,22
B_1.txt,46,0,0,0,0,0,0,0,0,0
B_1.txt,47,0,0,0,0,0,0,0,0,0
B_1.txt,48,0,0,0,0,0,0,0,0,0
B_1.txt,49,0,0,0,0,0,0,0,0,0
B_1.txt,50,0,1481,215,1118,24860,6614,1734,23,21
B_1.txt,51,0,0,0,0,0,0,0,0,0
