sample_id,timestamp_id,label,branch-instructions,branch-misses,cache-misses,cpu-cycles,instructions,L1-dcache-loads,LLC-stores,iTLB-load-misses
B_1.txt,53,0,0,0,0,0,0,0,0,0
B_1.txt,54,0,0,0,0,0,0,0,0,0
B_1.txt,55,0,0,0,0,0,0,0,0,0
B_1.txt,56,0,0,0,0,0,0,0,0,0
B_1.txt,57,0,0,0,0,0,0,0,0,0
B_1.txt,58,0,1474,210,995,30546,6591,1731,24,19
B_1.txt,59,0,0,0,0,0,0,0,0,0
B_1.txt,60,0,0,0,0,0,0,0,0,0
B_1.txt,61,0,0,0,0,0,0,0,0,0
B_1.txt,62,0,0,0,0,0,0,0,0,0
B_1.txt,63,0,0,0,0,0,0,0,0,0
B_1.txt,64,0,0,0,0,0,0,0,0,0
B_1.txt,65,0,0,0,0,0,0,0,0,0
B_1.txt,66,0,0,0,0,0,0,0,0,0
B_1.txt,67,0,0,0,0,0,0,0,0,0
B_1.txt,68,0,1466,143,1112,23999,6560,1722,23,21
B_1.txt,69,0,0,0,0,0,0,0,0,0
B_1.txt,70,0,0,0,0,0,0,0,0,0
B_1.txt,71,0,0,0,0,0,0,0,0,0
B_1.txt,72,0,0,0,0,0,0,0,0,0
B_1.txt,73,0,0,0,0,0,0,0,0,0
B_1.txt,74,0,0,0,0,0,0,0,0,0
B_1.txt,75,0,0,0,0,0,0,0,0,0
B_1.txt,76,0,0,0,0,0,0,0,0,0
B_1.txt,77,0,1489,136,1234,22736,6664,1748,17,16
B_1.txt,78,0,0,0,0,0,0,0,0,0
B_1.txt,79,0,0,0,0,0,0,0,0,0
B_1.txt,80,0,0,0,0,0,0,0,0,0
B_1.txt,81,0,0,0,0,0,0,0,0,0
B_1.txt,82,0,0,0,0,0,0,0,0,0
B_1.txt,83,0,0,0,0,0,0,0,0,0
B_1.txt,84,0,0,0,0,0,0,0,0,0
B_1.txt,85,0,0,0,0,0,0,0,0,0
B_1.txt,86,0,0,0,0,0,0,0,0,0
B_1.txt,87,0,1471,206,1191,26828,6593,1733,23,18
B_1.txt,88,0,0,0,0,0,0,0,0,0
B_1.txt,89,0,0,0,0,0,0,0,0,0
B_1.txt,90,0,0,0,0,0,0,0,0,0
B_1.txt,91,0,0,0,0,0,0,0,0,0
B_1.txt,92,0,0,0,0,0,0,0,0,0
B_1.txt,93,0,0,0,0,0,0,0,0,0
B_1.txt,94,0,0,0,0,0,0,0,0,0
B_1.txt,95,0,0,0,0,0,0,0,0,0
B_1.txt,96,0,0,0,0,0,0,0,0,0
B_1.txt,97,0,1479,229,1334,25561,6605,1730,18,17
B_1.txt,98,0,0,0,0,0,0,0,0,0
B_1.txt,99,0,0,0,0,0,0,0,0,0
B_1.txt,100,0,0,0,0,0,0,0,0,0
B_2.txt,1,0,0,0,0,0,0,0,0,0
B_2.txt,2,0,0,0,0,0,0,0,0,0
B_2.txt,3,0,0,0,0,0,0,0,0,0
B_2.txt,4,0,0,0,0,0,0,0,0,0
B_2.txt,5,0,0,0,0,0,0,0,0,0
B_2.txt,6,0,0,0,0,0,0,0,0,0
B_2.txt,7,0,0,0,0,0,0,0,0,0
B_2.txt,8,0,1833,252,1749,32128,8515,2294,29,28
B_2.txt,9,0,0,0,0,0,0,0,0,0
B_2.txt,10,0,0,0,0,0,0,0,0,0
B_2.txt,11,0,0,0,0,0,0,0,0,0
B_2.txt,12,0,0,0,0,0,0,0,0,0
B_2.txt,13,0,0,0,0,0,0,0,0,0
B_2.txt,14,0,0,0,0,0,0,0,0,0
B_2.txt,15,0,0,0,0,0,0,0,0,0
B_2.txt,16,0,0,0,0,0,0,0,0,0
B_2.txt,17,0,0,0,0,0,0,0,0,0
B_2.txt,18,0,1485,152,1863,25085,6603,1732,20,23
B_2.txt,19,0,0,0,0,0,0,0,0,0
B_2.txt,20,0,0,0,0,0,0,0,0,0
B_2.txt,21,0,0,0,0,0,0,0,0,0
B_2.txt,22,0,0,0,0,0,0,0,0,0
B_2.txt,23,0,0,0,0,0,0,0,0,0
B_2.txt,24,0,0,0,0,0,0,0,0,0
B_2.txt,25,0,0,0,0,0,0,0,0,0
B_2.txt,26,0,0,0,0,0,0,0,0,0
B_2.txt,27,0,0,0,0,0,0,0,0,0
B_2.txt,28,0,1481,208,1199,25530,6594,1730,21,29
B_2.txt,29,0,0,0,0,0,0,0,0,0
B_2.txt,30,0,0,0,0,0,0,0,0,0
B_2.txt,31,0,0,0,0,0,0,0,0,0
B_2.txt,32,0,0,0,0,0,0,0,0,0
B_2.txt,33,0,0,0,0,0,0,0,0,0
B_2.txt,34,0,0,0,0,0,0,0,0,0
B_2.txt,35,0,0,0,0,0,0,0,0,0
B_2.txt,36,0,0,0,0,0,0,0,0,0
B_2.txt,37,0,0,0,0,0,0,0,0,0
B_2.txt,38,0,1490,215,1245,25694,6622,1736,22,24
B_2.txt,39,0,0,0,0,0,0,0,0,0
B_2.txt,40,0,0,0,0,0,0,0,0,0
B_2.txt,41,0,0,0,0,0,0,0,0,0
B_2.txt,42,0,0,0,0,0,0,0,0,0
B_2.txt,43,0,0,0,0,0,0,0,0,0
B_2.txt,44,0,0,0,0,0,0,0,0,0
B_2.txt,45,0,0,0,0,0,0,0,0,0
B_2.txt,46,0,0,0,0,0,0,0,0,0
B_2.txt,47,0,0,0,0,0,0,0,0,0
B_2.txt,48,0,1483,216,2488,29229,6598,1730,18,27
B_2.txt,49,0,0,0,0,0,0,0,0,0
B_2.txt,50,0,0,0,0,0,0,0,0,0
B_2.txt,51,0,0,0,0,0,0,0,0,0
B_2.txt,52,0,0,0,0,0,0,0,0,0
B_2.txt,53,0,0,0,0,0,0,0,0,0
B_2.txt,54,0,0,0,0,0,0,0,0,0
B_2.txt,55,0,0,0,0,0,0,0,0,0
B_2.txt,56,0,0,0,0,0,0,0,0,0
B_2.txt,57,0,0,0,0,0,0,0,0,0
B_2.txt,58,0,1476,211,1870,26846,6571,1725,20,24
B_2.txt,59,0,0,0,0,0,0,0,0,0
B_2.txt,60,0,0,0,0,0,0,0,0,0
B_2.txt,61,0,0,0,0,0,0,0,0,0
B_2.txt,62,0,0,0,0,0,0,0,0,0
B_2.txt,63,0,0,0,0,0,0,0,0,0
B_2.txt,64,0,0,0,0,0,0,0,0,0
B_2.txt,65,0,0,0,0,0,0,0,0,0
B_2.txt,66,0,0,0,0,0,0,0,0,0
B_2.txt,67,0,1481,212,2210,29209,6594,1730,20,25
B_2.txt,68,0,0,0,0,0,0,0,0,0
B_2.txt,69,0,0,0,0,0,0,0,0,0
B_2.txt,70,0,0,0,0,0,0,0,0,0
B_2.txt,71,0,0,0,0,0,0,0,0,0
B_2.txt,72,0,0,0,0,0,0,0,0,0
B_2.txt,73,0,0,0,0,0,0,0,0,0
B_2.txt,74,0,0,0,0,0,0,0,0,0
B_2.txt,75,0,0,0,0,0,0,0,0,0
B_2.txt,76,0,0,0,0,0,0,0,0,0
B_2.txt,77,0,1476,207,2203,28341,6569,1725,20,24
B_2.txt,78,0,0,0,0,0,0,0,0,0
B_2.txt,79,0,0,0,0,0,0,0,0,0
B_2.txt,80,0,0,0,0,0,0,0,0,0
B_2.txt,81,0,0,0,0,0,0,0,0,0
B_2.txt,82,0,0,0,0,0,0,0,0,0
B_2.txt,83,0,0,0,0,0,0,0,0,0
B_2.txt,84,0,0,0,0,0,0,0,0,0
B_2.txt,85,0,0,0,0,0,0,0,0,0
B_2.txt,86,0,0,0,0,0,0,0,0,0
B_2.txt,87,0,1479,132,1184,21523,6587,1728,10,27
B_2.txt,88,0,0,0,0,0,0,0,0,0
B_2.txt,89,0,0,0,0,0,0,0,0,0
B_2.txt,90,0,0,0,0,0,0,0,0,0
B_2.txt,91,0,0,0,0,0,0,0,0,0
B_2.txt,92,0,0,0,0,0,0,0,0,0
B_2.txt,93,0,0,0,0,0,0,0,0,0
B_2.txt,94,0,0,0,0,0,0,0,0,0
B_2.txt,95,0,0,0,0,0,0,0,0,0
B_2.txt,96,0,0,0,0,0,0,0,0,0
B_2.txt,97,0,1476,208,3230,30759,6556,1718,22,24
B_2.txt,98,0,0,0,0,0,0,0,0,0
B_2.txt,99,0,0,0,0,0,0,0,0,0
B_2.txt,100,0,0,0,0,0,0,0,0,0
B_3.txt,1,0,0,0,0,0,0,0,0,0
B_3.txt,2,0,0,0,0,0,0,0,0,0
B_3.txt,3,0,0,0,0,0,0,0,0,0
B_3.txt,4,0,0,0,0,0,0,0,0,0
B_3.txt,5,0,0,0,0,0,0,0,0,0
B_3.txt,6,0,0,0,0,0,0,0,0,0
B_3.txt,7,0,0,0,0,0,0,0,0,0
B_3.txt,8,0,1470,121,1086,19227,6586,1731,16,19
B_3.txt,9,0,0,0,0,0,0,0,0,0
B_3.txt,10,0,0,0,0,0,0,0,0,0
B_3.txt,11,0,0,0,0,0,0,0,0,0
B_3.txt,12,0,0,0,0,0,0,0,0,0
B_3.txt,13,0,0,0,0,0,0,0,0,0
B_3.txt,14,0,0,0,0,0,0,0,0,0
B_3.txt,15,0,0,0,0,0,0,0,0,0
B_3.txt,16,0,0,0,0,0,0,0,0,0
B_3.txt,17,0,0,0,0,0,0,0,0,0
B_3.txt,18,0,1473,215,1022,23646,6598,1735,19,21
B_3.txt,19,0,0,0,0,0,0,0,0,0
B_3.txt,20,0,0,0,0,0,0,0,0,0
B_3.txt,21,0,0,0,0,0,0,0,0,0
B_3.txt,22,0,0,0,0,0,0,0,0,0
B_3.txt,23,0,0,0,0,0,0,0,0,0
B_3.txt,24,0,0,0,0,0,0,0,0,0
B_3.txt,25,0,0,0,0,0,0,0,0,0
B_3.txt,26,0,0,0,0,0,0,0,0,0
B_3.txt,27,0,0,0,0,0,0,0,0,0
B_3.txt,28,0,1478,219,1053,24964,6621,1740,18,50
B_3.txt,29,0,0,0,0,0,0,0,0,0
B_3.txt,30,0,0,0,0,0,0,0,0,0
B_3.txt,31,0,0,0,0,0,0,0,0,0
B_3.txt,32,0,0,0,0,0,0,0,0,0
B_3.txt,33,0,0,0,0,0,0,0,0,0
B_3.txt,34,0,0,0,0,0,0,0,0,0
B_3.txt,35,0,0,0,0,0,0,0,0,0
B_3.txt,36,0,0,0,0,0,0,0,0,0
B_3.txt,37,0,0,0,0,0,0,0,0,0
B_3.txt,38,0,1471,217,1042,23131,6589,1733,22,18
B_3.txt,39,0,0,0,0,0,0,0,0,0
B_3.txt,40,0,0,0,0,0,0,0,0,0
B_3.txt,41,0,0,0,0,0,0,0,0,0
B_3.txt,42,0,0,0,0,0,0,0,0,0
B_3.txt,43,0,0,0,0,0,0,0,0,0
B_3.txt,44,0,0,0,0,0,0,0,0,0
B_3.txt,45,0,0,0,0,0,0,0,0,0
B_3.txt,46,0,0,0,0,0,0,0,0,0
B_3.txt,47,0,0,0,0,0,0,0,0,0
B_3.txt,48,0,1480,221,1009,23999,6624,1739,19,23
B_3.txt,49,0,0,0,0,0,0,0,0,0
B_3.txt,50,0,0,0,0,0,0,0,0,0
B_3.txt,51,0,0,0,0,0,0,0,0,0
B_3.txt,52,0,0,0,0,0,0,0,0,0
B_3.txt,53,0,0,0,0,0,0,0,0,0
B_3.txt,54,0,0,0,0,0,0,0,0,0
B_3.txt,55,0,0,0,0,0,0,0,0,0
B_3.txt,56,0,0,0,0,0,0,0,0,0
B_3.txt,57,0,1479,136,1091,20194,6617,1739,19,20
B_3.txt,58,0,0,0,0,0,0,0,0,0
B_3.txt,59,0,0,0,0,0,0,0,0,0
B_3.txt,60,0,0,0,0,0,0,0,0,0
B_3.txt,61,0,0,0,0,0,0,0,0,0
B_3.txt,62,0,0,0,0,0,0,0,0,0
B_3.txt,63,0,0,0,0,0,0,0,0,0
B_3.txt,64,0,0,0,0,0,0,0,0,0
B_3.txt,65,0,0,0,0,0,0,0,0,0
B_3.txt,66,0,0,0,0,0,0,0,0,0
B_3.txt,67,0,1477,215,1115,23867,6611,1737,20,19
B_3.txt,68,0,0,0,0,0,0,0,0,0
B_3.txt,69,0,0,0,0,0,0,0,0,0
B_3.txt,70,0,0,0,0,0,0,0,0,0
B_3.txt,71,0,0,0,0,0,0,0,0,0
B_3.txt,72,0,0,0,0,0,0,0,0,0
B_3.txt,73,0,0,0,0,0,0,0,0,0
B_3.txt,74,0,0,0,0,0,0,0,0,0
B_3.txt,75,0,0,0,0,0,0,0,0,0
B_3.txt,76,0,0,0,0,0,0,0,0,0
B_3.txt,77,0,1483,225,1144,24039,6631,1742,23,19
B_3.txt,78,0,0,0,0,0,0,0,0,0
B_3.txt,79,0,0,0,0,0,0,0,0,0
B_3.txt,80,0,0,0,0,0,0,0,0,0
B_3.txt,81,0,0,0,0,0,0,0,0,0
B_3.txt,82,0,0,0,0,0,0,0,0,0
B_3.txt,83,0,0,0,0,0,0,0,0,0
B_3.txt,84,0,0,0,0,0,0,0,0,0
B_3.txt,85,0,0,0,0,0,0,0,0,0
B_3.txt,86,0,0,0,0,0,0,0,0,0
B_3.txt,87,0,1474,219,1055,24006,6593,1731,23,18
B_3.txt,88,0,0,0,0,0,0,0,0,0
B_3.txt,89,0,0,0,0,0,0,0,0,0
B_3.txt,90,0,0,0,0,0,0,0,0,0
B_3.txt,91,0,0,0,0,0,0,0,0,0
B_3.txt,92,0,0,0,0,0,0,0,0,0
B_3.txt,93,0,0,0,0,0,0,0,0,0
B_3.txt,94,0,0,0,0,0,0,0,0,0
B_3.txt,95,0,0,0,0,0,0,0,0,0
B_3.txt,96,0,0,0,0,0,0,0,0,0
B_3.txt,97,0,1488,222,1103,24115,6661,1748,17,18
B_3.txt,98,0,0,0,0,0,0,0,0,0
B_3.txt,99,0,0,0,0,0,0,0,0,0
B_3.txt,100,0,0,0,0,0,0,0,0,0
B_4.txt,1,0,0,0,0,0,0,0,0,0
B_4.txt,2,0,0,0,0,0,0,0,0,0
B_4.txt,3,0,0,0,0,0,0,0,0,0
B_4.txt,4,0,0,0,0,0,0,0,0,0
B_4.txt,5,0,0,0,0,0,0,0,0,0
B_4.txt,6,0,0,0,0,0,0,0,0,0
B_4.txt,7,0,0,0,0,0,0,0,0,0
B_4.txt,8,0,1483,217,1942,25907,6677,1743,30,16
B_4.txt,9,0,0,0,0,0,0,0,0,0
B_4.txt,10,0,0,0,0,0,0,0,0,0
B_4.txt,11,0,0,0,0,0,0,0,0,0
B_4.txt,12,0,0,0,0,0,0,0,0,0
B_4.txt,13,0,0,0,0,0,0,0,0,0
B_4.txt,14,0,0,0,0,0,0,0,0,0
B_4.txt,15,0,0,0,0,0,0,0,0,0
B_4.txt,16,0,0,0,0,0,0,0,0,0
B_4.txt,17,0,0,0,0,0,0,0,0,0
B_4.txt,18,0,1484,218,3138,28761,6684,1745,26,18
B_4.txt,19,0,0,0,0,0,0,0,0,0
B_4.txt,20,0,0,0,0,0,0,0,0,0
B_4.txt,21,0,0,0,0,0,0,0,0,0
B_4.txt,22,0,0,0,0,0,0,0,0,0
B_4.txt,23,0,0,0,0,0,0,0,0,0
B_4.txt,24,0,0,0,0,0,0,0,0,0
B_4.txt,25,0,0,0,0,0,0,0,0,0
B_4.txt,26,0,0,0,0,0,0,0,0,0
B_4.txt,27,0,0,0,0,0,0,0,0,0
B_4.txt,28,0,1492,151,1538,22736,6709,1750,24,21
B_4.txt,29,0,0,0,0,0,0,0,0,0
B_4.txt,30,0,0,0,0,0,0,0,0,0
B_4.txt,31,0,0,0,0,0,0,0,0,0
B_4.txt,32,0,0,0,0,0,0,0,0,0
B_4.txt,33,0,0,0,0,0,0,0,0,0
B_4.txt,34,0,0,0,0,0,0,0,0,0
B_4.txt,35,0,0,0,0,0,0,0,0,0
B_4.txt,36,0,0,0,0,0,0,0,0,0
B_4.txt,37,0,0,0,0,0,0,0,0,0
B_4.txt,38,0,1482,223,1474,25392,6675,1743,24,18
B_4.txt,39,0,0,0,0,0,0,0,0,0
B_4.txt,40,0,0,0,0,0,0,0,0,0
B_4.txt,41,0,0,0,0,0,0,0,0,0
B_4.txt,42,0,0,0,0,0,0,0,0,0
B_4.txt,43,0,0,0,0,0,0,0,0,0
B_4.txt,44,0,0,0,0,0,0,0,0,0
B_4.txt,45,0,0,0,0,0,0,0,0,0
B_4.txt,46,0,0,0,0,0,0,0,0,0
B_4.txt,47,0,0,0,0,0,0,0,0,0
B_4.txt,48,0,2223,340,1591,44341,10802,2979,59,41
B_4.txt,49,0,0,0,0,0,0,0,0,0
B_4.txt,50,0,0,0,0,0,0,0,0,0
B_4.txt,51,0,0,0,0,0,0,0,0,0
B_4.txt,52,0,0,0,0,0,0,0,0,0
B_4.txt,53,0,0,0,0,0,0,0,0,0
B_4.txt,54,0,0,0,0,0,0,0,0,0
B_4.txt,55,0,0,0,0,0,0,0,0,0
B_4.txt,56,0,0,0,0,0,0,0,0,0
B_4.txt,57,0,0,0,0,0,0,0,0,0
B_4.txt,58,0,1492,222,3060,29983,6710,1751,30,18
B_4.txt,59,0,0,0,0,0,0,0,0,0
B_4.txt,60,0,0,0,0,0,0,0,0,0
B_4.txt,61,0,0,0,0,0,0,0,0,0
B_4.txt,62,0,0,0,0,0,0,0,0,0
B_4.txt,63,0,0,0,0,0,0,0,0,0
B_4.txt,64,0,0,0,0,0,0,0,0,0
B_4.txt,65,0,0,0,0,0,0,0,0,0
B_4.txt,66,0,0,0,0,0,0,0,0,0
B_4.txt,67,0,0,0,0,0,0,0,0,0
B_4.txt,68,0,1493,228,1472,25988,6714,1752,23,18
B_4.txt,69,0,0,0,0,0,0,0,0,0
B_4.txt,70,0,0,0,0,0,0,0,0,0
B_4.txt,71,0,0,0,0,0,0,0,0,0
B_4.txt,72,0,0,0,0,0,0,0,0,0
B_4.txt,73,0,0,0,0,0,0,0,0,0
B_4.txt,74,0,0,0,0,0,0,0,0,0
B_4.txt,75,0,0,0,0,0,0,0,0,0
B_4.txt,76,0,0,0,0,0,0,0,0,0
B_4.txt,77,0,0,0,0,0,0,0,0,0
B_4.txt,78,0,1743,274,1136,34347,8013,2140,33,25
B_4.txt,79,0,0,0,0,0,0,0,0,0
B_4.txt,80,0,0,0,0,0,0,0,0,0
B_4.txt,81,0,0,0,0,0,0,0,0,0
B_4.txt,82,0,0,0,0,0,0,0,0,0
B_4.txt,83,0,0,0,0,0,0,0,0,0
B_4.txt,84,0,0,0,0,0,0,0,0,0
B_4.txt,85,0,0,0,0,0,0,0,0,0
B_4.txt,86,0,0,0,0,0,0,0,0,0
B_4.txt,87,0,0,0,0,0,0,0,0,0
B_4.txt,88,0,1735,269,1717,34144,7982,2131,36,23
B_4.txt,89,0,0,0,0,0,0,0,0,0
B_4.txt,90,0,0,0,0,0,0,0,0,0
B_4.txt,91,0,0,0,0,0,0,0,0,0
B_4.txt,92,0,0,0,0,0,0,0,0,0
B_4.txt,93,0,0,0,0,0,0,0,0,0
B_4.txt,94,0,0,0,0,0,0,0,0,0
B_4.txt,95,0,0,0,0,0,0,0,0,0
B_4.txt,96,0,0,0,0,0,0,0,0,0
B_4.txt,97,0,1491,226,1651,28261,6694,1743,22,20
B_4.txt,98,0,0,0,0,0,0,0,0,0
B_4.txt,99,0,0,0,0,0,0,0,0,0
B_4.txt,100,0,0,0,0,0,0,0,0,0
B_5.txt,1,0,0,0,0,0,0,0,0,0
B_5.txt,2,0,0,0,0,0,0,0,0,0
B_5.txt,3,0,0,0,0,0,0,0,0,0
B_5.txt,4,0,0,0,0,0,0,0,0,0
B_5.txt,5,0,0,0,0,0,0,0,0,0
B_5.txt,6,0,0,0,0,0,0,0,0,0
B_5.txt,7,0,0,0,0,0,0,0,0,0
B_5.txt,8,0,2071,152,970,23526,8819,2171,55,22
B_5.txt,9,0,0,0,0,0,0,0,0,0
B_5.txt,10,0,0,0,0,0,0,0,0,0
B_5.txt,11,0,0,0,0,0,0,0,0,0
B_5.txt,12,0,0,0,0,0,0,0,0,0
B_5.txt,13,0,0,0,0,0,0,0,0,0
B_5.txt,14,0,0,0,0,0,0,0,0,0
B_5.txt,15,0,0,0,0,0,0,0,0,0
B_5.txt,16,0,0,0,0,0,0,0,0,0
B_5.txt,17,0,0,0,0,0,0,0,0,0
B_5.txt,18,0,1481,206,2105,28763,6592,1730,16,25
B_5.txt,19,0,0,0,0,0,0,0,0,0
B_5.txt,20,0,0,0,0,0,0,0,0,0
B_5.txt,21,0,0,0,0,0,0,0,0,0
B_5.txt,22,0,0,0,0,0,0,0,0,0
B_5.txt,23,0,0,0,0,0,0,0,0,0
B_5.txt,24,0,0,0,0,0,0,0,0,0
B_5.txt,25,0,0,0,0,0,0,0,0,0
B_5.txt,26,0,0,0,0,0,0,0,0,0
B_5.txt,27,0,0,0,0,0,0,0,0,0
B_5.txt,28,0,1838,144,1212,26750,8100,2074,17,123
B_5.txt,29,0,0,0,0,0,0,0,0,0
B_5.txt,30,0,0,0,0,0,0,0,0,0
B_5.txt,31,0,0,0,0,0,0,0,0,0
B_5.txt,32,0,0,0,0,0,0,0,0,0
B_5.txt,33,0,0,0,0,0,0,0,0,0
B_5.txt,34,0,0,0,0,0,0,0,0,0
B_5.txt,35,0,0,0,0,0,0,0,0,0
B_5.txt,36,0,0,0,0,0,0,0,0,0
B_5.txt,37,0,1476,209,1283,24662,6569,1725,15,24
B_5.txt,38,0,0,0,0,0,0,0,0,0
B_5.txt,39,0,0,0,0,0,0,0,0,0
B_5.txt,40,0,0,0,0,0,0,0,0,0
B_5.txt,41,0,0,0,0,0,0,0,0,0
B_5.txt,42,0,0,0,0,0,0,0,0,0
B_5.txt,43,0,0,0,0,0,0,0,0,0
B_5.txt,44,0,0,0,0,0,0,0,0,0
B_5.txt,45,0,0,0,0,0,0,0,0,0
B_5.txt,46,0,0,0,0,0,0,0,0,0
B_5.txt,47,0,1473,219,1058,24780,6559,1721,15,25
B_5.txt,48,0,0,0,0,0,0,0,0,0
B_5.txt,49,0,0,0,0,0,0,0,0,0
B_5.txt,50,0,0,0,0,0,0,0,0,0
B_5.txt,51,0,0,0,0,0,0,0,0,0
B_5.txt,52,0,0,0,0,0,0,0,0,0
B_5.txt,53,0,0,0,0,0,0,0,0,0
B_5.txt,54,0,0,0,0,0,0,0,0,0
B_5.txt,55,0,0,0,0,0,0,0,0,0
B_5.txt,56,0,0,0,0,0,0,0,0,0
B_5.txt,57,0,1483,213,1201,24477,6598,1730,14,23
B_5.txt,58,0,0,0,0,0,0,0,0,0
B_5.txt,59,0,0,0,0,0,0,0,0,0
B_5.txt,60,0,0,0,0,0,0,0,0,0
B_5.txt,61,0,0,0,0,0,0,0,0,0
B_5.txt,62,0,0,0,0,0,0,0,0,0
B_5.txt,63,0,0,0,0,0,0,0,0,0
B_5.txt,64,0,0,0,0,0,0,0,0,0
B_5.txt,65,0,0,0,0,0,0,0,0,0
B_5.txt,66,0,0,0,0,0,0,0,0,0
B_5.txt,67,0,1476,209,1285,25613,6571,1725,15,26
B_5.txt,68,0,0,0,0,0,0,0,0,0
B_5.txt,69,0,0,0,0,0,0,0,0,0
B_5.txt,70,0,0,0,0,0,0,0,0,0
B_5.txt,71,0,0,0,0,0,0,0,0,0
B_5.txt,72,0,0,0,0,0,0,0,0,0
B_5.txt,73,0,0,0,0,0,0,0,0,0
B_5.txt,74,0,0,0,0,0,0,0,0,0
B_5.txt,75,0,0,0,0,0,0,0,0,0
B_5.txt,76,0,0,0,0,0,0,0,0,0
B_5.txt,77,0,1486,219,3185,30577,6612,1734,16,24
B_5.txt,78,0,0,0,0,0,0,0,0,0
B_5.txt,79,0,0,0,0,0,0,0,0,0
B_5.txt,80,0,0,0,0,0,0,0,0,0
B_5.txt,81,0,0,0,0,0,0,0,0,0
B_5.txt,82,0,0,0,0,0,0,0,0,0
B_5.txt,83,0,0,0,0,0,0,0,0,0
B_5.txt,84,0,0,0,0,0,0,0,0,0
B_5.txt,85,0,0,0,0,0,0,0,0,0
B_5.txt,86,0,0,0,0,0,0,0,0,0
B_5.txt,87,0,1474,203,3257,29574,6564,1722,18,27
B_5.txt,88,0,0,0,0,0,0,0,0,0
B_5.txt,89,0,0,0,0,0,0,0,0,0
B_5.txt,90,0,0,0,0,0,0,0,0,0
B_5.txt,91,0,0,0,0,0,0,0,0,0
B_5.txt,92,0,0,0,0,0,0,0,0,0
B_5.txt,93,0,0,0,0,0,0,0,0,0
B_5.txt,94,0,0,0,0,0,0,0,0,0
B_5.txt,95,0,0,0,0,0,0,0,0,0
B_5.txt,96,0,0,0,0,0,0,0,0,0
B_5.txt,97,0,1474,211,2170,26926,6551,1716,18,24
B_5.txt,98,0,0,0,0,0,0,0,0,0
B_5.txt,99,0,0,0,0,0,0,0,0,0
B_5.txt,100,0,0,0,0,0,0,0,0,0
B_6.txt,1,0,0,0,0,0,0,0,0,0
B_6.txt,2,0,0,0,0,0,0,0,0,0
B_6.txt,3,0,0,0,0,0,0,0,0,0
